release_year,specs
2006,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen']"
2014,"['Single-player', 'Steam Achievements']"
2014,"['Single-player', 'Game demo']"
2014,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
1999,"['Single-player', 'Shared/Split Screen']"
2014,"['Single-player', 'Steam Achievements', 'Captions available', 'Steam Cloud']"
2012,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Steam Workshop', 'Includes level editor']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Single-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Stats']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Multi-player', 'Game demo', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,['Downloadable Content']
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Valve Anti-Cheat enabled']"
2014,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes level editor', 'Includes Source SDK', 'Commentary available']"
2014,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Includes level editor', 'Commentary available']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Includes Source SDK']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Captions available', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Includes Source SDK', 'Commentary available']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
1998,"['Single-player', 'Steam Trading Cards']"
2013,['Downloadable Content']
2014,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Game demo', 'Full controller support']"
2006,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['MMO', 'Downloadable Content']"
2014,"['MMO', 'Downloadable Content']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Leaderboards']"
2014,"['MMO', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2011,['Single-player']
2010,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud', 'Stats']"
2012,['Single-player']
2014,"['Single-player', 'Game demo']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2014,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Includes level editor']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Leaderboards']"
2014,['Single-player']
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Partial Controller Support']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']"
2014,"['MMO', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Downloadable Content', 'Steam Trading Cards', 'Steam Workshop']"
2014,"['Single-player', 'Downloadable Content']"
2013,['Single-player']
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'Includes level editor']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']"
2007,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2015,"['Single-player', 'Game demo', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Stats']"
2005,['Single-player']
2014,"['Single-player', 'Steam Achievements', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']"
2010,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Multi-player', 'MMO', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements']"
2014,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Workshop', 'Partial Controller Support', 'Stats', 'Steam Leaderboards', 'Includes level editor']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Online Multi-Player', 'MMO', 'Cross-Platform Multiplayer', 'In-App Purchases']"
2014,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Full controller support']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Stats', 'Steam Leaderboards']"
2006,['Single-player']
2005,['Single-player']
2014,['Single-player']
2008,['Single-player']
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Full controller support', 'Steam Workshop', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']"
2002,"['Single-player', 'Multi-player']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Game demo', 'Steam Achievements', 'Steam Cloud', 'Includes level editor']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements']"
2004,['Single-player']
2014,"['Single-player', 'Steam Achievements']"
2014,['Downloadable Content']
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2014,"['Single-player', 'Downloadable Content']"
2009,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Full controller support']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Full controller support']"
2013,"['Single-player', 'Multi-player', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2014,"['MMO', 'Cross-Platform Multiplayer', 'In-App Purchases']"
2015,"['Single-player', 'Full controller support']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2012,"['Single-player', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'Co-op']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Partial Controller Support']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Full controller support']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,['Single-player']
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Online Co-op', 'Downloadable Content', 'Captions available', 'Partial Controller Support', 'Includes level editor']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,['Single-player']
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']"
2014,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content']"
2014,"['Single-player', 'Game demo', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Leaderboards']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,['Single-player']
2014,"['Single-player', 'Game demo', 'Partial Controller Support']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Full controller support']"
2014,['MMO']
2014,"['Single-player', 'Game demo']"
2014,"['Multi-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Stats', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Includes level editor']"
2014,"['Single-player', 'Game demo', 'Steam Achievements', 'Full controller support', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements']"
2014,"['Single-player', 'Game demo', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'Full controller support']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']"
2009,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Workshop']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Game demo', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Game demo']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support']"
2014,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,['Single-player']
2011,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Multi-player', 'MMO', 'Co-op']"
2014,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Workshop', 'Steam Leaderboards', 'Includes level editor']"
2014,"['Single-player', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']"
2005,['Single-player']
2007,"['Single-player', 'Steam Trading Cards']"
2009,['Single-player']
2014,"['Single-player', 'Game demo', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['MMO', 'Steam Achievements', 'Steam Trading Cards']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Cross-Platform Multiplayer', 'Steam Achievements']"
2014,"['Single-player', 'Downloadable Content']"
2011,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Game demo', 'Partial Controller Support']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Steam Cloud']"
2014,"['MMO', 'Downloadable Content']"
2014,"['MMO', 'Downloadable Content']"
2014,"['Single-player', 'Multi-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Workshop', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Captions available', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']"
2014,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud', 'Steam Leaderboards']"
2014,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']"
